original,original_token_count
"From this summary, list three ways in which artificial intelligence systems show behavior misaligned human values, covered by Brian Christian in the three sections of his book ""The Alignment Problem""?",35
How big is the universe?,6
Is it a good idea to have a protein shake after a gym workout? How do I make one?,21
To which countries have The Netherlands borders with.,9
What are some plastic use reduction ideas,7
What is guitar amp modeling?,6
"Classify each of the following as ""heavy"" or ""light"": elephant, feather, hippo, paper, whale",24
Where should I live in Indiana?,7
Who was Cleopatra's first husband,6
What is the difference between a bass guitar and a normal guitar?`,14
How is data engineering different from data science?,9
Who was Paramahansa Yogananda?,9
"Based on the text below, please summarise in a few lines",13
What was Freddie Mercury's real name?,8
Who were the major players in the Watergate conspiracy?,11
Which of Shakespeare’s plays is the longest?,9
What are some ways to care for a new tree,10
"From the passage provided, extract the programming languages supported by Flink. Separate them with a comma.",20
Can you recommend 3 diverse National Parks in California worth a visit?,14
"In 64th Annual Grammy Awards,  best album of the year award was given to",18
What are the top attractions to visit in Cancun?,10
Give me a list of the most recent Men's Indian Cricket Team captains in ODIs,17
What are the starting Pokemon in Pokemon Red and Blue?,11
"Classify the eight planets of Earth's solar system as rocky or gaseous, according to their primary composition.",21
How reliable is public transportation?,6
What are some ways to inculcate practice based learning in kids?,13
Which is a species of fish? Nurse or Nurse shark,11
Who invented the radio?,5
Which city are Stroopwafels from?,10
What is System Thinking,4
What is the difference between a paint and a pinto?,12
"Which is more important, Nature or Nurture?",11
What to do in Mexico City?,7
Give me a list of the best movies I've never seen.,12
Give me a list of the 3 best activities to do with your kids when the weather is bad outside,21
Provide a brief summary of the reaction to the creation of LIV Golf,13
Why do some people select private schools over public schools?,11
What is the nickname for West Ham United?,9
Who are the top 5 non-fiction writers of all time?,13
What is Angel Falls?,5
"Given this paragraph about bicycle manufacturer Colnago, what Italian automobile company did Colnago work with to develop new carbon fiber technology?",27
"Plan a weekend long vacation to Madrid, and mention multiple specific places you would visit and how you would travel in the city",24
"Based on the text, please give me a brief summary of the history of the DTES neighbourhood in Vancouver",21
What are your favorite musical instruments?,7
When was Rhual constructed?,6
"Identify which animal species is alive or extinct: Purussaurus, Albacore Tuna",17
What is the difference between a chihuaha and a golden retriever?,15
"Identify which instrument is string or woodwind: Domra, Xaphoon",15
What is the best way to define a data&AI strategy?,13
"Classify each of the following whether they help or hurt vision: glasses, binoculars, blindfold, sleep mask, telescope",25
Give me a comma separated list of all the organizations Henry Holst worked for based on this article.,20
Please list the main dog predators according to the passage,10
"Given a reference text about the Spellenspektakel, tell me where it takes place and what games are played.",23
Jokic or Embiid for the MVP?,10
"What are some of the sight seeing and outdoor activities to do in Portugal, Spain",16
Why is the most of the world's land is north of the equator?,15
How many awards did the film The Walrus and the Whistleblower win per this entry of information?,21
What are some areas that firefighters can safely stay in while fighting a wildfire?,15
List me some important facts about Tobiashammer from given text,13
Describe a morning routine from a 2 year olds perspective,11
How much wood would a woodchuck chuck if a woodchuck could chuck wood?,18
"Tell me whether these are literary characters or fruits: Gandalf, banana, Frodo Baggins, Aragorn, orange, apple, Sauron",31
What is the difference between common law and civil law?,11
"Given this paragraph about Sam Baker, what is the Outland Trophy?",14
What makes the Expanse series better than other sci-fi?,13
How do you cook ribs?,6
Who is Rajinikanth?,7
Extract from the text year in which Italy First was launched,11
"Identify which instrument is string or percussion: Damaru, Laouto",15
"Based on the reference text, what was the start date and the expected completion date of the reconstruction project on the Howard Frankland bridge.",27
What is the largest state by land size in the United States of America?,15
What colors are typically associated with Christmas?,8
"Given this reference text about Jimmy John's, how many Jimmy John's locations are there?",16
Why do people like Red Light Therapy?,8
"Classify the following by how they are affected by a strong permanent magnet as one of ""attract"", ""repel"", ""nothing"": iron nail, paper clips, a tin can, a compass, a plastic cup, a glass window, a leather wallet, a brick, a magnet of opposite polarity, pyrolytic carbon sheet.",68
"What family do tigers, lions and panthers all belong to?",14
Why do people like to travel?,7
"Identify which car manufacturer is Chinese or American: Dongfeng, Chrysler",13
Why is Arsenal FC a great football club?,9
Give me the TLDR on using llamas to guard my livestock.,14
"Tell me whether these are names of soft drinks or coffee: Starbucks, Peet's, Blue Bottle, Coca-Cola, Sprite, Canada Dry, Pepsi",30
"Classify each of the following as an American coffee shop chain or an American fast-food hamburger restaurant: Starbucks, Dunkin Donuts, McDonald's, In-N-Out, Dutch Bros, Coffee Bean & Tea Leaf, Burger King, Carl's Jr",49
What is an unsecured loan?,6
How does running slow make you run faster?,9
Give me a bulleted list of all of the Star Wars movies in order by release date.,19
"Given this paragraph about the M26, tell me how many times Hunt finished in the top 3, and explain your reasoning.",26
"Classify each of the following as either a quantitative major or qualitative major: English, mathematics, physics, statistics, history, law",26
Who is Richard Wayne Bogosian?,8
What is Python?,4
When was The White Mandigos band formed?,9
Extract what previous provinces Kardzhali a part of in the past,13
how to do a self-diagnose of burning out?,12
What causes mortgage interest rates to rise in the US?,11
Give me some movie/tv series to learn English,10
Who was Luis Gonzalez de Ubieta,7
"What of the following component part of either Data Engineering or  Machine learning? Delta Live Table (DLT), MLFlow, Autoloader, AutoML",31
List 10 highest-grossing actors in the world.,12
what is Stoicism,4
What are really considered the Seven Wonders of the World?,11
What are the key benefits of Delta Live Tables?,10
What shape are Philodendron leaves?,8
Please extract Sinclair's awards from this paragraph and list them in bullets in order from oldest to most recent.,21
"Tell me whether the following animals are part of the cat family: ocelot, lion, jackal, caracal, leopard, fox, tiger, lynx.",34
