"original","compression","original_token_count","compression_token_count","compression_ratio","rouge_1","rouge_2","rouge_l"
"What is the winter weather like in Salt Lake City, Utah?","Winter weather in Salt Lake City, Utah?","13","9","0.69","0.7778","0.625","0.7778"
"Whats the difference between a bass guitar and a regular guitar?","Difference between bass guitar and regular guitar?","12","8","0.67","0.7778","0.5","0.7778"
"What is a Gross domestic product (GDP)?","What is GDP (Gross Domestic Product)?","9","8","0.89","0.9231","0.5455","0.7692"
"What is the last festival celebrated in Tihar and how long does the festival last?","Last Tihar festival and its duration?","17","8","0.47","0.381","0.0","0.2857"
"What event John Johnstone won as a rider?","John Johnstone event won as rider?","10","8","0.8","0.8571","0.3333","0.7143"
"What are the careers of your dream?","Your dream careers?","8","4","0.5","0.6","0.25","0.4"
"Let's imagine I create a fake currency called Yarns with two types of coins: a super-yarn (worth 10 yarns) and a mini-yarn (worth 0.5 yarn). How much money do I have in total if I have 2 super-yarns and three mini-yarns?","Yarns currency: super-yarn=10, mini-yarn=0.5; total for 2 super-yarns and 3 mini-yarns?","62","32","0.52","0.4923","0.2222","0.4615"
"What is a Mormon?","Define Mormon.","5","3","0.6","0.3333","0.0","0.3333"
"What is the difference between a red delicious and a Granny Smith apple?","Difference between Red Delicious and Granny Smith apples?","14","9","0.64","0.7619","0.5263","0.7619"
"List the Pokemon Go regions.","List Pokemon Go regions.","6","5","0.83","0.8889","0.5714","0.8889"
"Who do you think is the most powerful Mandalorian in Star Wars history?","Who is the most powerful Mandalorian in Star Wars history?","16","13","0.81","0.8696","0.7619","0.8696"
"Based on the following passage summarise how sunsets are viewed from the northern hemisphere across seasons.","From the passage, summarise how sunsets are viewed in the northern hemisphere across seasons.","18","17","0.94","0.8667","0.7143","0.8"
"What cities should someone visit during a trip to Morocco?","Which Moroccan cities to visit?","11","6","0.55","0.4","0.0","0.2667"
"Which classical composer was deaf?","Deaf classical composer?","6","5","0.83","0.75","0.3333","0.5"
"Who discovered the double-helix DNA structure?","Who discovered the DNA double helix?","10","8","0.8","0.9231","0.5455","0.7692"
"Please provide a brief summary describing Canada","Brief summary of Canada","7","4","0.57","0.5455","0.2222","0.5455"
"Why age 27 is given so much importance specially in Music industry?","Why is age 27 significant in the music industry?","14","11","0.79","0.6667","0.2105","0.5714"
"What is Bollywood","What is Bollywood","3","3","1.0","1.0","1.0","1.0"
"What are Nanotube?","Explain nanotubes.","6","4","0.67","0.4","0.0","0.4"
"Write the first paragraph of a blog post describing the appeal of Boston as a tourist destination","Write first paragraph of a blog post about Boston's appeal as a tourist destination.","17","16","0.94","0.8125","0.5333","0.75"
"What is a secured loan?","Secured loan definition?","6","5","0.83","0.5","0.3333","0.5"
"Should I have Kids?","Should I have Kids?","5","5","1.0","1.0","1.0","1.0"
"Give me 3 ideas for hobbies that I can recommend to somebody who is retiring. These should all be activities that require gentle movement and are not overly demanding on the body.","3 gentle-movement, low-strain hobbies for a retiree.","35","14","0.4","0.2439","0.0513","0.1463"
"Name some reasons it's great to live in Marin County, California.","Reasons to live in Marin County, CA.","13","9","0.69","0.6316","0.4706","0.6316"
"Who was the first American to win a Nobel Peace?","First American to win a Nobel Peace?","11","8","0.73","0.8235","0.8","0.8235"
"What is the FA Cup?","FA Cup?","6","3","0.5","0.5714","0.4","0.5714"
"Are Schindler elevators safe","Are Schindler elevators safe","6","6","1.0","1.0","1.0","1.0"
"What are the 4 oceans on earth","List four oceans on Earth.","8","6","0.75","0.5","0.4","0.5"
"Did Harry Potter put his own name in the goblet of fire?","Did Harry Potter put his own name in the goblet of fire?","14","14","1.0","1.0","1.0","1.0"
"Why does it help to focus on the breath when practicing mindfulness?","Why does focusing on the breath help mindfulness?","13","9","0.69","0.7","0.3333","0.6"
"What's the best way to learn how to snowboard?","Best way to learn to snowboard?","10","7","0.7","0.75","0.5714","0.75"
"What was Angie Thomas's first published novel?","Angie Thomas's first published novel?","9","8","0.89","0.8571","0.8333","0.8571"
"Based on this paragraph, how many younger siblings did Kennedy have?","How many younger siblings did Kennedy have based on this paragraph?","13","12","0.92","1.0","0.9","0.6364"
"What are some of the common elements of visual design?","Common elements of visual design?","11","6","0.55","0.6667","0.6154","0.6667"
"What is the difference between a shrub and a tree?","Difference between shrub and tree?","11","6","0.55","0.6667","0.3077","0.6667"
"As an expert skier, what are the top resorts in the US to go skiing?","As an expert skier, which US ski resorts are best?","17","12","0.71","0.64","0.2609","0.48"
"Which characters belong to DC or Marvel Universe? Hulk, Spectre","DC or Marvel? Hulk, Spectre","13","8","0.62","0.6667","0.4615","0.6667"
"Extract why Tim Lincecum was called ""The Freak""","Why was Tim Lincecum nicknamed The Freak?","12","11","0.92","0.8","0.3077","0.6667"
"Which players won the men's singles grand slam tennis tournaments in 2022.","2022 men's singles grand slam winners.","15","8","0.53","0.6","0.4444","0.5"
"Can you tell me something about Stanley J. Goldberg","Tell me about Stanley J. Goldberg.","10","8","0.8","0.8","0.6154","0.8"
"Please summarize the causes and cure for color blindness given in the passage?","Summarize color blindness causes and cure from the passage.","14","12","0.86","0.7273","0.4","0.5455"
"How can I improve my finances?","Ways to improve my finances?","7","6","0.86","0.5455","0.4444","0.5455"
"What is Zenthoefer Furs","What is Zenthoefer Furs","7","7","1.0","1.0","1.0","1.0"
"What are the three branches of the US Federal Government?","Three branches of the US Federal Government?","11","8","0.73","0.8235","0.8","0.8235"
"When rock climbing, what is the difference between lead climbing and top rope climbing?","Difference between lead climbing and top-rope climbing?","16","10","0.62","0.7273","0.7","0.7273"
"Which is a species of fish? Mola mola or Molar","Which fish species: Mola mola or Molar?","13","11","0.85","0.8235","0.4","0.7059"
"Imagine a world where life expectancy is fixed and the same for everyone at birth, yet people can engage in life expectancy ""donation"" – meaning that someone can extend your life three years longer at the expense of theirs. Talk about a likely scenario in this world that involves manipulated, coerced donation.","Imagine a world with fixed life expectancy at birth; people can donate 3 years of life to extend another’s life at the donor’s expense. Describe a likely scenario of manipulated, coerced donation.","61","40","0.66","0.5882","0.241","0.4941"
"What makes a good sales account executive?","What makes a good sales account executive?","8","8","1.0","1.0","1.0","1.0"
"Which of the following are colors: red, black, yellow, orange, sun, sunflower, chips, book, white, pink, blue, keyboard.","Which are colors: red, black, yellow, orange, sun, sunflower, chips, book, white, pink, blue, keyboard.","31","28","0.9","0.9091","0.8387","0.9091"
"Think up some openings for beginners to the game of Chess","Provide beginner chess openings.","11","5","0.45","0.4","0.0","0.2667"
"Give me a list of popular current artists in the EDM category.","List popular current EDM artists.","13","6","0.46","0.5882","0.1333","0.4706"
"Which sports would be easiest to find success in if you’re not tall: baseball, soccer, basketball, bowling.","Which sports are easiest for short players to succeed in: baseball, soccer, basketball, bowling?","23","19","0.83","0.5625","0.2667","0.5625"
"What is the appeal of Flathead Lake as a Summer vacation destination?","Flathead Lake appeal as a summer vacation destination?","14","10","0.71","0.8","0.5556","0.7"
"What's the difference between tennis and pickleball?","Tennis vs pickleball difference?","9","7","0.78","0.5","0.0","0.3333"
"What is Linux?","Linux?","4","2","0.5","0.5","0.0","0.5"
"Given a reference text about Jen Shah, what is she famous from, when was she criminally charged, what was the verdict, and when was she sentenced.","From a Jen Shah reference text, provide: fame source; charge date; verdict; sentencing date.","32","20","0.62","0.45","0.1053","0.3"
"What are the classifications of Academic Degrees?","Academic degree classifications?","8","4","0.5","0.6","0.25","0.4"
"What types of problems in government could AI be used to solve","What government problems could AI solve?","12","7","0.58","0.6667","0.125","0.5556"
"Why isn't multi-threading making my Python code faster? How can I fix it.","Why doesn't Python threading speed up my code? How can I fix it?","17","15","0.88","0.7586","0.2963","0.6897"
"Who is the best NBA player of all time?","Greatest NBA player of all time?","10","8","0.8","0.6667","0.6154","0.6667"
"Classify each as either a vodka drink or a gin drink: Screwdriver, Bloody Mary, French 75, White Russian, Gimlet, Cosmopolitan, Tom Collins, Negroni","Vodka or gin for each: Screwdriver, Bloody Mary, French 75, White Russian, Gimlet, Cosmopolitan, Tom Collins, Negroni","38","32","0.84","0.8","0.5789","0.75"
"How can I get better performance when querying a delta table?","Improve Delta table query performance?","12","6","0.5","0.5","0.1429","0.25"
"Which coin of U.S currency has the most ridges.","Which U.S. coin has the most ridges?","12","11","0.92","0.8889","0.5","0.7778"
"Who was the first woman to have four country albums reach No. 1 on the Billboard 200?","First woman with four country albums at No.1 on Billboard 200?","21","15","0.71","0.6897","0.4444","0.6897"
"From the passage provided, extract the state Lincoln was born in","From the provided passage, extract Lincoln's birth state.","12","11","0.92","0.7","0.1111","0.5"
"What is FIFA?","FIFA?","4","3","0.75","0.5","0.0","0.5"
"why is Mahatma Gandhi loved by everyone?","why is Mahatma Gandhi loved by everyone?","9","9","1.0","1.0","1.0","1.0"
"What is Game of Thrones based on?","What is GoT based on?","8","7","0.88","0.6667","0.4","0.6667"
"What are the benefits of collaborating on a tech blog with your customers?","Benefits of collaborating on a tech blog with your customers?","14","11","0.79","0.8696","0.8571","0.8696"
"Given this paragraph, how many public high schools are in Arlington, Virginia?","Given this paragraph, how many public high schools are in Arlington, Virginia?","15","15","1.0","1.0","1.0","1.0"
"What are all of the professional baseball teams in the state of Florida?","List all professional baseball teams in Florida.","14","8","0.57","0.6","0.3333","0.6"
"Given the reference text about the Cy Young Award, please describe what the award is and why it is awarded.","From the Cy Young Award reference text, describe what it is and why it is awarded.","22","18","0.82","0.7778","0.5882","0.6667"
"Extract what is Top Gun","Top Gun definition.","5","4","0.8","0.5","0.3333","0.5"
"Where to find the best croissant in San Francisco?","Best croissant in SF — where to find?","11","10","0.91","0.75","0.5714","0.375"
"Do cats have nine lives?","Cats have nine lives?","6","5","0.83","0.8889","0.8571","0.8889"
"What is Microsoft?","Microsoft?","4","2","0.5","0.5","0.0","0.5"
"How do you make soap?","How to make soap?","6","5","0.83","0.6667","0.2857","0.6667"
"How would I get from an upstairs apartment to the parking garage?","Directions from upstairs apartment to parking garage?","13","8","0.62","0.6316","0.3529","0.6316"
"What are three most commonly sung lyric soprano arias?","What are three most commonly sung lyric soprano arias?","12","12","1.0","1.0","1.0","1.0"
