original,original_token_count,compressed,compressed_token_count
What type of weather is San Francisco famous for?,10,What type of weather is SF famous for,9
What makes for a good photograph?,8,What makes good photograph,4
What's the game engine used by Bethesda before Creation Engine? And what's the last game make with it?,28,Bethesda game engine before Creation Engine; last game made with it,16
"From the passage provided, extract the languages in which Kishore Kumar provided his vocals as a playback singer. Separate them with a comma.",35,"From passage, list languages Kishore Kumar sang playback in; comma-separated",22
What are some movies that star Will Ferrell?,10,Will Ferrell movies,4
What is the plot of Harry Potter?,8,Harry Potter plot,3
What is the old name for The Go Between Bridge?,11,What is old name for Go Between Bridge,8
Can I make chocolate at home?,7,Can I make chocolate at home,6
How did Alfred Nobel make his money,7,How did Alfred Nobel make his money,7
What is the Trans Tahoe Relay?,8,What is Trans Tahoe Relay,6
When was the 8088 processor released?,8,8088 release date,4
How do you prepare for case study interview for digital transformation case?,13,How to prepare for digital transformation case interview,8
"Identify which instrument is string or woodwind: Wheelharp, Clarinet",17,Classify Wheelharp and Clarinet as string or woodwind,14
Which country makes the best coffee in the world?,10,Which country makes best coffee in world,7
"Based on the reference text about Bitcoin, how many countries have banned Bitcoin?",15,"From Bitcoin reference text, how many countries banned Bitcoin",10
What was the Underground Railroad?,6,Underground Railroad definition,3
"Given this paragraph on LeBron James' early career, when did he win his first NBA MVP?",22,"Given this paragraph on LeBron James' early career, when did he win his first NBA MVP",21
What are the best social media sites,7,Best social media sites,4
How many musicians performed in the world's largest rock band?,13,How many musicians performed in world's largest rock band,11
How has the video gaming industry evolved over the years ?,12,Evolution of video game industry over time,7
Give me a list of recommendations to quickly heal from an achilles rupture surgery.,18,List recommendations to speed recovery after Achilles rupture surgery,10
Which team was relegated from the league at the conclusion of the 1991 Season?,18,Which team was relegated from league at end of 1991 season,14
What percussion instruments are easy to learn?,9,Percussion instruments easy to learn,8
"Tell me whether these cities are in Texas: Austin, Houston, New York, Chicago, Miami, Dallas",21,"Are these cities in Texas: Austin, Houston, New York, Chicago, Miami, Dallas",18
Name all the books in the Harry Potter collection,9,List all Harry Potter books,5
"Tell me whether you drive on the right or left side of the road in these countries: USA, Mexico, Spain, England, New Zealand, Japan",30,"Drive side (left/right) in USA, Mexico, Spain, England, New Zealand, Japan",20
Why should we ban artificial sweeteners like aspartame?,14,Why ban artificial sweeteners (aspartame),13
Give me some ideas of kids items to stuff into Easter eggs.,13,Kid-friendly Easter egg filler ideas,8
"Identify which car manufacturer is German or American: Opel, GMC",15,"Identify German or American car brands: Opel, GMC",13
What are the top reasons to become a vegan?,11,Top reasons to become vegan,5
"If each client was served by the same number of professionals, how many professionals (round to one decimal place) would each client be served by?",30,"If each client is served by same number of professionals, how many professionals per client (rounded to 1 decimal)",23
Why do cooks use kosher salt?,10,Why do cooks use kosher salt,9
When was Lamb Air operating,5,When was Lamb Air operating,5
What is the PGA Championship?,7,PGA Championship definition,4
What fruits and vegetables are grown in lower-lying areas of Kenya?,15,Fruits and vegetables grown in Kenya's lowlands,11
Is Paris a good city to live in?,11,Is Paris good place to live,7
How are weather forecasts created?,7,How are weather forecasts created,6
Since when did the SR22 include a glass cockpit,12,SR22 glass cockpit: when introduced,8
Give me a bulleted list of the first ten MacOS (operating system) versions.,22,Bulleted list of first ten macOS versions,11
What do you know about the city of Aberdeen in Scotland?,12,"What do you know about Aberdeen, Scotland",8
What is the English Premier League?,7,Define English Premier League,5
"Classify the following types of cars as ""economy"" or ""luxury"": Ford, Chevrolet, Lamborghini, Ferrari, Mercedes, Honda, Lexus, Toyota, Nissan, Subaru",43,"Classify following car brands as economy or luxury: Ford, Chevrolet, Lamborghini, Ferrari, Mercedes, Honda, Lexus, Toyota, Nissan, Subaru",33
Please list down some key points  regarding governance system of Portland from the given text,15,List key points on Portland's governance system from provided text,12
Which river can you hike in Utah?,8,Which Utah river can you hike,6
What is predictive maintenance?,5,What is predictive maintenance,4
Who are N-Dubz?,8,Who are N-Dubz,7
Write a haiku about how much I love pickles.,14,Haiku about my love for pickles,8
What is Terraform?,5,Terraform,2
What are the two longest rivers located in the United States?,12,Two longest rivers in United States,6
What are the words of House Reed?,8,House Reed motto,3
What movies won best picture Oscars the last 5 years,11,Best Picture Oscar winners last 5 years,7
"Classify each of the following grades as being in elementary or high school: 10th grade, 3rd grade, 4th grade, 12th grade, 1st grade.",37,"Classify each grade as elementary or high school: 10th, 3rd, 4th, 12th, 1st grade",27
Why is Brazilian jiu jitsu an excellent martial art?,16,Why is BJJ excellent martial art,8
What is Cup Game?,5,Cup Game,2
"Which is a bird or fish: Blackchin, Black redstart",14,"Bird or fish: Blackchin, Black redstart",10
"Let’s solve the following math problem. Each rabbit has 4 feets and each duck has 2 feets. If there are in total 25 heads and 88 feets, how many rabbits and how many ducks are there?",48,"Solve: rabbits 4 feets, ducks 2 feets; 25 heads, 88 feets. How many rabbits and ducks",30
"Classify the following water bodies into oceans, seas, rivers and lakes- aral, pacific, baikal, superior, amazon, colorado, indian, arabian, north, baltic, okhotosk, tahoe, victoria, lena, danube, arctic, mekong",85,"Classify following water bodies into oceans, seas, rivers and lakes- aral, pacific, baikal, superior, amazon, colorado, indian, arabian, north, baltic, okhotosk, tahoe, victoria, lena, danube, arctic, mekong",84
From the passage find the list of banks who supported Yes Bank in 2020. Display the results in comma separated format.,26,"From passage, list banks that supported Yes Bank in 2020, comma-separated",21
What is WestWorld?,5,WestWorld,2
Best beach vacation in the world,6,World's best beach vacation,6
"From the paragraph, tell me what is the fourth longest natural arch in the world",16,"From paragraph, tell me what is fourth longest natural arch in world",13
What city in the United States is known for its Mardi Gras celebrations?,19,Which U.S. city is known for Mardi Gras celebrations,17
Give me three ideas for a fun dinner party,10,Three fun dinner party ideas,5
Why are dogs generally more popular than cats as pets?,11,Why are dogs more popular than cats as pets,9
What is Nando's?,8,Nando's,5
"What does Cisco specialize in, what technology markets do they address, and what are their most successful products?",21,"Cisco: specialization, markets served, and top products",11
"Sally has 2 chickens, 3 cows and 2 motorcycles. Doug has 6 monkeys, 12 pigs and 2 tractors. Amy has 1 car, 10 cows and 6 ducks. How many farm animals do Sally, Doug and Amy have in total?",58,"Sally: 2 chickens, 3 cows, 2 motorcycles; Doug: 6 monkeys, 12 pigs, 2 tractors; Amy: 1 car, 10 cows, 6 ducks. Total farm animals",46
Why is nitrogen gas used during the packaging of potato chips?,12,Why is nitrogen gas used in potato chip packaging,9
What are the causes for Sensory processing disorder?,10,Causes of sensory processing disorder,6
What is the greatest movie of all time?,9,Greatest movie of all time,6
What is cryptocurrency?,4,Define cryptocurrency,3
"According to this text, when did Disney become a public company?",14,"From this text, when did Disney go public",9
"Which of the following are ice cream toppings and which are salad dressings: thousand island, chocolate sauce, hot fudge, balsamic vinaigrette, whipped cream, and Caesar.",46,"Classify following as ice cream toppings or salad dressings: Thousand Island, chocolate sauce, hot fudge, balsamic vinaigrette, whipped cream, Caesar",41
