original,original_token_count,compressed,compressed_token_count
Extract the steps to resolve a given supervised machine learning problem from the following text,17,Extract steps to solve supervised ML problem from following text,12
What does IHAC mean?,7,IHAC meaning?,5
Who is the toughest teenage mutant ninja turtle?,13,Toughest TMNT?,7
"Identify which animal is domesticated or wild: Alpaca, Java Sparrow",17,"Domesticated or wild: Alpaca, Java Sparrow",12
"Which of the following would be considered assets on a financial statement: Inventory, Revenue, Leases, Accounts Payable, Retained Earnings, Cash, Treasury Bills",37,"Which of following would be considered assets on financial statement: Inventory, Revenue, Leases, Accounts Payable, Retained Earnings, Cash, Treasury Bills",34
"Identify which animal species is alive or extinct: Stupendemys, Gray Whale",19,"Alive or extinct: Stupendemys, Gray Whale",14
Queen Elizabeth II closed coffin was adorned with several interesting objects and symbols including what?,18,What objects and symbols adorned Queen Elizabeth II's closed coffin,14
"Based on this passage about UCLA, tell me the difference between North Campus and South Campus and which residential areas border the campus.",25,"From UCLA passage, compare North Campus and South Campus; list residential areas bordering campus",17
Can 4 working days a week achieve same result as 5 working days a week?,18,Can 4-day workweek match 5-day workweek,10
How are people from the Netherlands called (in English)?,12,Netherlands demonym in English,5
What is the current best TV show?,8,Current best TV show,4
Why is the D silent in words like Bridge?,10,Why is D silent in words like Bridge,8
From the passage identify the symbols of Persephone. Display the results in a comma separated format.,25,"Identify Persephone's symbols from passage, display them comma-separated",23
What is Sogndal?,7,Sogndal?,5
Why was there a lockout during the 1998-1999 NBA season?,15,Why was there lockout in 1998–99 NBA season,11
What rhymes with orange?,6,Rhymes with orange?,6
What is an amendment?,5,What is amendment,3
Think of different types of pies that can be served at dinner.,14,List dinner-appropriate pie types,7
Why should I watch ice hockey,7,Why watch ice hockey,5
How to live a long and healthy life?,10,Longevity & health tips,8
"Given a reference text about a former President of India, Dr. A. P. J. Abdul Kalam, tell me when he was born, where he was raised and the subjects he specialised in studies. Why was Abdul Kalam known as the Missile Man of India?",62,"From reference on former President Dr. A. P. J. Abdul Kalam, give his birth date, where he was raised, subjects he studied, and why he’s known as Missile Man of India",46
"Classify these artist as either country or pop: Dua Lipa, Harry Styles, Alan Jackson, Morgan Wallen, Taylor Swift, Thomas Rhett",34,"Country or pop: Dua Lipa, Harry Styles, Alan Jackson, Morgan Wallen, Taylor Swift, Thomas Rhett",28
"Which of the following numbers is a real number: -200, -1.5, -1, 0, 1, 1.5, 200, pi, e, sqrt(-1)?",40,"Which numbers are real among: -200, -1.5, -1, 0, 1, 1.5, 200, pi, e, sqrt(-1)",34
"Stan laurel, Mickey Rooney, Lana Turner what in common",15,"Stan Laurel, Mickey Rooney, Lana Turner — common",15
What is the capital of Georgia?,7,Capital of Georgia?,4
Name five NHL teams in the Western Conference.,9,List 5 NHL Western Conference teams,6
Why does my back hurt?,6,Why my back hurts,5
What is the potential hydrogen of water?,8,pH of water?,4
"Without directly quoting from the text, give me a summary of the second home controversy in Gwynedd, Wales.",28,"Summarize Gwynedd, Wales second-home controversy without direct quotes",17
"Given a reference text about the 2022 Mazar-i-Sharif mosque bombing, how many people were injured and killed?",29,Mazar-i-Sharif 2022 mosque bombing: injured and killed counts from reference text,21
Tell me about the plot to Harry Potter,8,Harry Potter plot,3
"Write a short, polite but forceful letter to the City of Toronto requesting they waive their assessed penalty for late submission of the annual home vacancy declaration, which was impossible to file due to an overwhelmed web portal and incorrect backend data for my home.",54,"Write short, polite but firm letter to City of Toronto requesting waiver of late-submission penalty for annual home vacancy declaration, caused by overwhelmed web portal and incorrect backend data for my home",41
"Given a reference text about the E.S. Hoyt House, tell me how big the inside of the house is and how many rooms it has.",33,"From reference text on E.S. Hoyt House, provide interior size and room count",19
Who directed the premiere episode of season four of Game of Thrones?,13,Who directed season 4 premiere of Game of Thrones,9
What is the difference between Holland and The Netherlands?,10,Difference between Holland and Netherlands,5
How many days was the women's individual competition?,11,How many days was women's individual competition,9
What is the difference between the Scala Future onComplete and andThen functions?,18,Scala Future onComplete vs andThen difference,13
"What are the five best sports cars to buy right now, under $200K USD?",17,Five best sports cars under $200k USD to buy now,11
"List the ten episode titles from the fifth season of ""Game of Thrones"" in broadcast order.",20,List ten GoT S5 episode titles in broadcast order,12
How can you put up a painting on a concrete wall,13,How to mount painting on concrete wall,7
What is the Baur au Lac,7,What is Baur au Lac,6
"In the 2005 Lexus Cup, how many members did each team have?",15,2005 Lexus Cup: team member count per team,10
"Given this paragraph about National Beer Day in the United States, which president signed National Beer Day into law?",21,"Which president signed National Beer Day into law, per this paragraph",12
"Which characters belong to DC or Marvel Universe? Wasp, Bumblebee",16,"DC or Marvel? Wasp, Bumblebee",11
"What are some of the best things to do in Fort Collins, Colorado?",15,"Top things to do in Fort Collins, CO",9
What is a Romance language?,8,What is Romance language,5
"Give me a list of the top ten tv shows, according to IMDb ratings.",22,Top 10 IMDb-rated TV shows,9
How does a push rod internal combustion engine work?,11,How does push rod internal combustion engine work,8
Give me five different names I could use for my female cat,12,Provide five distinct female cat names,6
"From the passage provided, extract information about the new proposed airport in Mumbai",14,"From passage, extract information on new proposed Mumbai airport",10
Provide a bulleted list of the results of the 1968 United States elections.,17,Bulleted list of 1968 U.S. elections results,12
"Which of the following animals is a marsupial: kangaroo, zebra, or elephant?",26,"Which is marsupial: kangaroo, zebra, elephant",18
How do you determine the severity of vulnerabilities.,9,How to determine severity of vulnerabilities,6
"Tell me whether these are names of automobile or motorcycle companies: Ford, Triumph, Indian, Harley Davidson, Rolls Royce, Mercedes, Toyota.",31,"Automobile or motorcycle brand names: Ford, Triumph, Indian, Harley Davidson, Rolls Royce, Mercedes, Toyota",25
Which city is the capital city of California?,9,California capital?,3
Where is Cabernet Sauvignon grown?,6,Where is Cabernet Sauvignon grown,5
"Classify the plants based on whether they are aquatic or mangrove
Pistia stratiotes, Lysichiton americanus , Rhizophora mangle, Avicennia germinans",47,Pistia stratiotes: aquatic; Lysichiton americanus: aquatic; Rhizophora mangle: mangrove; Avicennia germinans: mangrove,42
"Based on the given text, List some aspects of the pearl.",13,"From text, list some pearl aspects",7
"Given this paragraph about Arlington, Virginia, what are the 3 public high schools in Arlington?",18,"From this Arlington, Virginia paragraph, list 3 public high schools in Arlington",14
Which state's capital is inaccessible by road?,12,Which state's capital is inaccessible by road,11
Give me a bulleted list of the last 5 Super Bowl winning teams,16,Bulleted list: last 5 Super Bowl winners,10
"Classify the following as indoor, outdoor, activities or both: basketball, hiking, soccer, rock climbing, mountaineering, swimming.",29,"Classify as indoor/outdoor/both/activities: basketball, hiking, soccer, rock climbing, mountaineering, swimming",28
Please give me a short bulleted list of key points about Ethiopia?,16,Provide short bulleted list of key points about Ethiopia,11
"From the passage provided, extract the shape of Milky way Galaxy",13,"From passage, extract Milky Way Galaxy shape",9
