original,original_token_count,compressed,compressed_token_count
"Given this paragraph about the planet Jupiter, tell me what it is made of.",16,"From this Jupiter paragraph, what is it made of",10
List some common symptoms that someone may experience if they acquired a gastrointestinal bug.,18,List common GI bug symptoms,6
What is SSO?,5,What is SSO?,5
"Why are iPhones more popular than Android phones inside the United States, while the opposite is true outside the United States?",24,"Explain why iPhones are more popular in US, while Android is more popular outside US",17
What are the defense mechanisms?,6,Defense mechanisms?,3
"Given the reference text about Tottenham Hotspur, what was the name of the stadium that the new stadium replaced?",23,Tottenham Hotspur reference text: name of stadium replaced by new stadium,14
"Given this paragraph about Thanjavur paintings and its origins, what are the typical features of Thanjavur paintings?",26,"From paragraph on Thanjavur paintings and origins, list typical features",15
"Identify which animal species is alive or extinct: Iguanodon, Irrawaddy Dolphin",23,"Alive or extinct: Iguanodon, Irrawaddy Dolphin",18
What are some noteworthy facts from Gabriel García Márquez present on the text?,21,Notable facts about Gabriel García Márquez in text,16
Robin Williams dressed in drag for which 1993 film,9,1993 film with Robin Williams in drag,7
What is DNA sequencing?,5,DNA sequencing?,3
"Given this reference text that describes the importance of tigers in chinese culture, what do they symbolize in modern China and what types were common in the northeast?",35,"From reference on tiger symbolism in Chinese culture, what do tigers symbolize in modern China and which tiger types were common in northeast",32
How fast do you move when riding a wave?,11,Speed while riding wave,4
When was the first newspaper published in the United States?,11,When was first U.S. newspaper published,9
"Given this paragraph about Zoom, where is the company based and when was the Zoom software released?",20,"From this Zoom paragraph, where is Zoom based and when was its software released",16
I want to develop OKRs for my team at work. What process should I use?,19,Process to develop OKRs for my team at work,11
Which countries are part of the five eyes alliance and what is its purpose?,15,Five Eyes members and alliance purpose,7
Give me a summary of the Naked Brothers Band.,12,Summarize Naked Brothers Band,7
How does GIS help in the real estate investment industry?,12,How does GIS help real estate investment,8
Why do people enjoy baseball?,6,Why do people enjoy baseball,5
"Identify which instrument is string or percussion: Bedug, Moraharpa",19,Classify Bedug and Moraharpa as string or percussion,16
How difficult is it to learn how to water ski?,11,Difficulty of learning to water ski,10
Who were the Grateful Dead?,8,Who were Grateful Dead,6
What is the expense ratio for an ETF?,10,ETF expense ratio?,5
Extract from the text who invented the Optophone.,11,Extract from text who invented Optophone,8
Why is soccer the most popular sport in the world?,11,Why is soccer world's most popular sport,9
Extract the pros and cons of different speech synthesis technologies.,12,Extract pros and cons of speech synthesis technologies,9
Summarize best way to climb Mount Everest,10,Summarize best way to summit Everest,9
Air Lingus is the national airline of which country,11,Air Lingus national airline of which country,9
how do you decide which job to take?,9,How to decide which job to take,7
What is a mobile phone?,7,Mobile phone definition,3
What is prize money for Abel Prize ?,10,Abel Prize prize money,5
How do I cook the best steak on the bbq?,14,How to cook best steak on BBQ,7
How long does it typically take a battery storage power station to transition to full power from standby?,21,Typical standby-to-full-power transition time for battery storage power station,18
Name some of the major battles in the US Civil War.,13,List major Civil War battles,6
Is art useless?,5,Is art useless?,5
"Identify which instrument is string or percussion: Bell, Tro",13,"Bell, Tro: string or percussion",8
Why are reaction channels popular on YouTube?,8,Why are YouTube reaction channels popular,6
What is an excavator?,8,Excavator?,5
What are some of the easiest house plants to take care of?,13,List some of easiest houseplants to care for,10
"From the passage provided, extract the gravitational constant on Earth. Include the units of measurements.",20,"From passage, extract Earth's gravitational constant with units",13
What are some examples of frequently purchased essential oils?,10,Examples of commonly purchased essential oils,6
Who wrote the music and lyrics for Replay?,10,Who wrote Replay's music and lyrics,9
Should the US government pay reparations?,8,Should US government pay reparations,6
How many people died as a result of the plague?,12,How many died from plague,5
"Identify which instrument is string or percussion: Pahu, Morin khuur",21,"String or percussion: Pahu, Morin khuur",16
"Classify each of the following colors as primary or secondary: orange, red, blue, green, purple, yellow.",24,"Classify orange, red, blue, green, purple, yellow as primary or secondary",17
"Write a letter to my landlord, Dave, asking them to hire a plumber to repair a leaking faucet.",25,Letter to my landlord Dave requesting plumber to repair leaking faucet,13
Describe how skateboarding teaches you about life and to be resilient.,15,Describe how skateboarding teaches life lessons and resilience,11
What is the Wessex Football League,9,What is Wessex Football League,8
What is Go?,4,What is Go?,4
What is epistatis?,6,What is epistatis?,6
What are some approaches to prevent abuse of LLMs?,12,Approaches to prevent LLM abuse,8
"Based on this text, where was Susan Eaton a professor?",14,"Where was Susan Eaton professor, per this text",10
What is the state flower of California?,8,California state flower?,4
"Identify which instrument is string or woodwind: Sarangi, Basset horn",18,"Classify as string or woodwind: Sarangi, Basset horn",16
The first human case of Monkeypox was recorded in,13,first human case of Monkeypox was recorded in,12
"Given this paragraph about Yahalom and his works, tell me when he was born?",20,"From this paragraph about Yahalom and his works, tell his birth date",16
What does IIT stand for in India?,9,What does IIT stand for in India,8
"I'm researching suburbs in the city of Brisbane. Please tell me which suburbs are north of the Brisbane River, and which are on the south. Annerley, Albion, West End, Kangaroo Point, Greenslopes, Windsor, Hamilton, Nundah, Cannon Hill, Kelvin Grove, Toowong, Milton",76,"Brisbane suburbs: classify each as north or south of Brisbane River. Suburbs: Annerley, Albion, West End, Kangaroo Point, Greenslopes, Windsor, Hamilton, Nundah, Cannon Hill, Kelvin Grove, Toowong, Milton",64
What is the difference between instant oatmeal and regular oatmeal?,11,Difference between instant oatmeal and regular oatmeal,7
What is your favorite strip from the comic Calvin and Hobbes?,14,Your favorite Calvin and Hobbes strip,8
What is wasabi traditionally made from?,8,Wasabi traditionally made from what,6
"Identify which instrument is string or woodwind: Folk harp, Rothphone",17,"Classify as string or woodwind: Folk harp, Rothphone",15
"Who are ''The Lumières"" ?",11,Who are Lumières,4
Do i must to hug my wife,8,Must I hug my wife,5
What is the name of Dorothy's dog?,10,Dorothy's dog's name?,8
Where is the economic independence museum located,7,Where is economic independence museum located,6
I would like to learn about data and ai. What would you recommend?,17,Recommend resources to learn data and ai,12
How long was the Titanic?,7,Titanic length?,4
When is the first day of summer 2023?,10,First day of summer 2023,6
"Classify each of the following as healthy or unhealthy: cake, apple, broccoli, donut, candy, soda, kombucha, and ice cream",33,"Classify as healthy or unhealthy: cake, apple, broccoli, donut, candy, soda, kombucha, ice cream",28
Which ingredients does a margarita pizza consist of?,13,Ingredients of Margherita pizza,7
List the best toys for toddlers?,8,Best toddler toys?,4
What does long hair say about a woman?,10,What does long hair say about woman,7
What are the benefits of using genetically modified crops in agriculture?,13,Benefits of GM crops in agriculture,8
Who is Brad Pitt?,5,Who is Brad Pitt,4
"Identify which instrument is string or woodwind: Violetta, Kaval",16,"Classify as string or woodwind: Violetta, Kaval",14
Who won the National Championship for Men's Basketball in 2023?,14,2023 NCAA Men's Basketball Championship winner,9
Does Lego release any sets with tanks?,8,Lego tank sets?,4
